  4.969	     12
  5.108	     10
  4.207	      8
  4.800	      1
  2.793	     12
  4.798	     11
  5.501	      8
  6.070	      9
  4.231	      4
  5.790	      5
  4.760	      5
  4.818	      1
  8.286	     12
  3.908	      3
  5.557	      4
  5.075	      4
  4.759	      4
  6.973	      1
  6.074	      3
  5.363	      5
  5.959	     10
  3.000	     13
  5.569	     13
  5.942	     10
  6.226	     15
  5.929	      8
  4.037	      2
  5.631	     10
  6.693	      9
  6.789	      7
  3.387	     10
  6.106	     15
  4.787	      6
  4.735	     10
  5.424	     11
  4.816	      1
  4.958	      8
  4.277	     15
  4.256	      6
  4.092	      5
  5.558	      2
  4.845	      9
  4.107	     10
  3.478	      3
  4.195	      6
  5.624	      8
  5.492	     15
  5.212	      3
  3.095	      2
  6.667	     11
  4.568	     13
  4.480	      3
  5.271	     12
  5.278	     15
  5.359	     15
  4.086	     12
  4.045	      8
  4.465	      3
  4.888	     12
  6.697	      5
  4.899	      7
  4.630	     13
  4.115	      5
  4.546	      6
  4.150	      6
  4.688	      9
  5.662	      5
  5.978	     10
  4.947	      7
  5.461	     13
  7.234	      8
